date,placement_id,deal_id,device,geo,impressions,viewable_impressions,measurable_impressions
2026-04-01,PL-006,DEAL-MB-2026Q2,desktop,CA,1082,761,1056
2026-04-01,PL-006,DEAL-MB-2026Q2,desktop,UK,1039,744,995
2026-04-01,PL-006,DEAL-MB-2026Q2,mobile,US,4112,2944,3933
2026-04-01,PL-006,DEAL-MB-2026Q2,mobile,CA,938,688,915
2026-04-01,PL-006,DEAL-MB-2026Q2,mobile,UK,935,637,897
2026-04-01,PL-006,DEAL-MB-2026Q2,tablet,US,995,676,941
2026-04-01,PL-006,DEAL-MB-2026Q2,tablet,CA,214,159,208
2026-04-01,PL-006,DEAL-MB-2026Q2,tablet,UK,239,170,228
2026-04-01,PL-007,DEAL-MB-2026Q2,desktop,US,5949,3818,5654
2026-04-01,PL-007,DEAL-MB-2026Q2,desktop,CA,1261,844,1205
2026-04-01,PL-007,DEAL-MB-2026Q2,desktop,UK,1163,786,1122
2026-04-01,PL-007,DEAL-MB-2026Q2,mobile,US,5897,4142,5760
2026-04-01,PL-007,DEAL-MB-2026Q2,mobile,CA,1225,784,1192
2026-04-01,PL-007,DEAL-MB-2026Q2,mobile,UK,1214,755,1198
2026-04-01,PL-007,DEAL-MB-2026Q2,tablet,US,1146,736,1123
2026-04-01,PL-007,DEAL-MB-2026Q2,tablet,CA,240,148,237
2026-04-01,PL-007,DEAL-MB-2026Q2,tablet,UK,269,184,258
2026-04-01,PL-008,DEAL-MB-2026Q2,desktop,US,5823,4380,5585
2026-04-01,PL-008,DEAL-MB-2026Q2,desktop,CA,1196,830,1165
2026-04-01,PL-008,DEAL-MB-2026Q2,desktop,UK,1341,1028,1319
2026-04-01,PL-008,DEAL-MB-2026Q2,mobile,US,6102,4279,5981
2026-04-01,PL-008,DEAL-MB-2026Q2,mobile,CA,1283,931,1241
2026-04-01,PL-008,DEAL-MB-2026Q2,mobile,UK,1348,931,1276
2026-04-01,PL-008,DEAL-MB-2026Q2,tablet,US,1260,923,1219
2026-04-01,PL-008,DEAL-MB-2026Q2,tablet,CA,260,196,250
2026-04-01,PL-008,DEAL-MB-2026Q2,tablet,UK,292,224,280
2026-04-01,PL-009,DEAL-MB-2026Q2,desktop,US,5437,4038,5344
2026-04-01,PL-009,DEAL-MB-2026Q2,desktop,CA,1166,941,1145
2026-04-01,PL-009,DEAL-MB-2026Q2,desktop,UK,1117,905,1077
2026-04-01,PL-009,DEAL-MB-2026Q2,mobile,US,5163,3993,5037
2026-04-01,PL-009,DEAL-MB-2026Q2,mobile,CA,1105,842,1088
2026-04-01,PL-009,DEAL-MB-2026Q2,mobile,UK,1061,787,1017
2026-04-01,PL-009,DEAL-MB-2026Q2,tablet,US,1122,840,1077
2026-04-01,PL-009,DEAL-MB-2026Q2,tablet,CA,251,194,236
2026-04-01,PL-009,DEAL-MB-2026Q2,tablet,UK,283,217,276
2026-04-02,PL-001,DEAL-MB-2026Q2,desktop,US,5210,4060,5047
2026-04-02,PL-001,DEAL-MB-2026Q2,desktop,CA,1255,986,1198
2026-04-02,PL-001,DEAL-MB-2026Q2,desktop,UK,1228,958,1205
2026-04-02,PL-001,DEAL-MB-2026Q2,mobile,US,5943,4542,5824
2026-04-02,PL-001,DEAL-MB-2026Q2,mobile,CA,1382,1020,1317
2026-04-02,PL-001,DEAL-MB-2026Q2,mobile,UK,1257,915,1223
2026-04-02,PL-001,DEAL-MB-2026Q2,tablet,US,1402,1070,1376
2026-04-02,PL-001,DEAL-MB-2026Q2,tablet,CA,308,243,297
2026-04-02,PL-001,DEAL-MB-2026Q2,tablet,UK,307,230,298
2026-04-02,PL-002,DEAL-MB-2026Q2,desktop,US,4459,3004,4294
2026-04-02,PL-002,DEAL-MB-2026Q2,desktop,CA,824,575,783
2026-04-02,PL-002,DEAL-MB-2026Q2,desktop,UK,885,651,848
2026-04-02,PL-002,DEAL-MB-2026Q2,mobile,US,4572,3396,4355
2026-04-02,PL-002,DEAL-MB-2026Q2,mobile,CA,831,550,803
2026-04-02,PL-002,DEAL-MB-2026Q2,mobile,UK,1034,718,1005
2026-04-02,PL-002,DEAL-MB-2026Q2,tablet,US,1022,741,999
2026-04-02,PL-002,DEAL-MB-2026Q2,tablet,CA,227,154,213
2026-04-02,PL-002,DEAL-MB-2026Q2,tablet,UK,188,126,183
2026-04-02,PL-003,DEAL-MB-2026Q2,desktop,US,6146,5015,5855
2026-04-02,PL-003,DEAL-MB-2026Q2,desktop,CA,1151,957,1137
2026-04-02,PL-003,DEAL-MB-2026Q2,desktop,UK,1251,1065,1186
2026-04-02,PL-003,DEAL-MB-2026Q2,mobile,US,5298,4392,5226
2026-04-02,PL-003,DEAL-MB-2026Q2,mobile,CA,1210,1048,1160
2026-04-02,PL-003,DEAL-MB-2026Q2,mobile,UK,1315,1032,1275
2026-04-02,PL-003,DEAL-MB-2026Q2,tablet,US,1331,1052,1297
2026-04-02,PL-003,DEAL-MB-2026Q2,tablet,CA,251,211,246
2026-04-02,PL-003,DEAL-MB-2026Q2,tablet,UK,283,234,266
2026-04-02,PL-004,DEAL-MB-2026Q2,desktop,US,5375,3430,5188
2026-04-02,PL-004,DEAL-MB-2026Q2,desktop,CA,1127,768,1105
2026-04-02,PL-004,DEAL-MB-2026Q2,desktop,UK,1061,734,1031
2026-04-02,PL-004,DEAL-MB-2026Q2,mobile,US,5901,3946,5675
2026-04-02,PL-004,DEAL-MB-2026Q2,mobile,CA,1237,856,1179
2026-04-02,PL-004,DEAL-MB-2026Q2,mobile,UK,1258,822,1212
2026-04-02,PL-004,DEAL-MB-2026Q2,tablet,US,1196,802,1140
2026-04-02,PL-004,DEAL-MB-2026Q2,tablet,CA,282,191,266
2026-04-02,PL-004,DEAL-MB-2026Q2,tablet,UK,284,177,273
2026-04-02,PL-005,DEAL-MB-2026Q2,desktop,US,5898,3976,5689
2026-04-02,PL-005,DEAL-MB-2026Q2,desktop,CA,1163,801,1113
2026-04-02,PL-005,DEAL-MB-2026Q2,desktop,UK,1144,765,1109
2026-04-02,PL-005,DEAL-MB-2026Q2,mobile,US,6186,4301,5974
2026-04-02,PL-005,DEAL-MB-2026Q2,mobile,CA,1124,747,1079
2026-04-02,PL-005,DEAL-MB-2026Q2,mobile,UK,1231,818,1186
2026-04-02,PL-005,DEAL-MB-2026Q2,tablet,US,1323,906,1244
2026-04-02,PL-005,DEAL-MB-2026Q2,tablet,CA,256,174,243
2026-04-02,PL-005,DEAL-MB-2026Q2,tablet,UK,280,189,270
2026-04-02,PL-006,DEAL-MB-2026Q2,desktop,US,4892,3542,4679
2026-04-02,PL-006,DEAL-MB-2026Q2,desktop,CA,1119,758,1065
2026-04-02,PL-006,DEAL-MB-2026Q2,desktop,UK,970,649,917
2026-04-02,PL-006,DEAL-MB-2026Q2,mobile,US,5024,3645,4769
2026-04-02,PL-006,DEAL-MB-2026Q2,mobile,CA,994,694,970
2026-04-02,PL-006,DEAL-MB-2026Q2,mobile,UK,1189,835,1134
2026-04-02,PL-006,DEAL-MB-2026Q2,tablet,US,1000,670,951
2026-04-02,PL-006,DEAL-MB-2026Q2,tablet,CA,218,142,210
2026-04-02,PL-006,DEAL-MB-2026Q2,tablet,UK,224,167,216
2026-04-02,PL-007,DEAL-MB-2026Q2,desktop,US,6522,4387,6376
2026-04-02,PL-007,DEAL-MB-2026Q2,desktop,CA,1142,702,1089
2026-04-02,PL-007,DEAL-MB-2026Q2,desktop,UK,1256,810,1241
2026-04-02,PL-007,DEAL-MB-2026Q2,mobile,US,5544,3844,5242
2026-04-02,PL-007,DEAL-MB-2026Q2,mobile,CA,1131,745,1095
2026-04-02,PL-007,DEAL-MB-2026Q2,mobile,UK,1319,828,1293
2026-04-02,PL-007,DEAL-MB-2026Q2,tablet,US,1451,902,1381
2026-04-02,PL-007,DEAL-MB-2026Q2,tablet,CA,284,185,275
2026-04-02,PL-007,DEAL-MB-2026Q2,tablet,UK,288,197,276
2026-04-02,PL-008,DEAL-MB-2026Q2,desktop,US,4982,3681,4789
2026-04-02,PL-008,DEAL-MB-2026Q2,desktop,CA,1140,780,1126
2026-04-02,PL-008,DEAL-MB-2026Q2,desktop,UK,1014,767,984
2026-04-02,PL-008,DEAL-MB-2026Q2,mobile,US,4941,3395,4703
2026-04-02,PL-008,DEAL-MB-2026Q2,mobile,CA,1136,789,1091
2026-04-02,PL-008,DEAL-MB-2026Q2,mobile,UK,1173,852,1104
2026-04-02,PL-008,DEAL-MB-2026Q2,tablet,US,1104,781,1085
2026-04-02,PL-008,DEAL-MB-2026Q2,tablet,CA,223,156,212
2026-04-02,PL-008,DEAL-MB-2026Q2,tablet,UK,266,196,260
2026-04-02,PL-009,DEAL-MB-2026Q2,desktop,US,4522,3549,4397
2026-04-02,PL-009,DEAL-MB-2026Q2,desktop,CA,1083,883,1021
2026-04-02,PL-009,DEAL-MB-2026Q2,desktop,UK,907,688,886
2026-04-02,PL-009,DEAL-MB-2026Q2,mobile,US,4681,3543,4429
2026-04-02,PL-009,DEAL-MB-2026Q2,mobile,CA,1031,826,1017
2026-04-02,PL-009,DEAL-MB-2026Q2,mobile,UK,986,768,930
2026-04-02,PL-009,DEAL-MB-2026Q2,tablet,US,910,703,870
2026-04-02,PL-009,DEAL-MB-2026Q2,tablet,CA,206,151,203
2026-04-02,PL-009,DEAL-MB-2026Q2,tablet,UK,236,186,233
2026-04-03,PL-001,DEAL-MB-2026Q2,desktop,US,6279,4696,6141
2026-04-03,PL-001,DEAL-MB-2026Q2,desktop,CA,1151,854,1107
2026-04-03,PL-001,DEAL-MB-2026Q2,desktop,UK,1182,935,1136
2026-04-03,PL-001,DEAL-MB-2026Q2,mobile,US,6269,4943,6040
2026-04-03,PL-001,DEAL-MB-2026Q2,mobile,CA,1221,880,1154
2026-04-03,PL-001,DEAL-MB-2026Q2,mobile,UK,1147,838,1106
2026-04-03,PL-001,DEAL-MB-2026Q2,tablet,US,1346,982,1316
2026-04-03,PL-001,DEAL-MB-2026Q2,tablet,CA,246,171,234
2026-04-03,PL-001,DEAL-MB-2026Q2,tablet,UK,252,193,247
2026-04-03,PL-002,DEAL-MB-2026Q2,desktop,US,4252,3036,4084
2026-04-03,PL-002,DEAL-MB-2026Q2,desktop,CA,812,565,793
2026-04-03,PL-002,DEAL-MB-2026Q2,desktop,UK,904,665,858
2026-04-03,PL-002,DEAL-MB-2026Q2,mobile,US,4146,3119,3988
2026-04-03,PL-002,DEAL-MB-2026Q2,mobile,CA,919,617,908
2026-04-03,PL-002,DEAL-MB-2026Q2,mobile,UK,901,616,854
2026-04-03,PL-002,DEAL-MB-2026Q2,tablet,US,921,658,870
2026-04-03,PL-002,DEAL-MB-2026Q2,tablet,CA,218,163,209
2026-04-03,PL-002,DEAL-MB-2026Q2,tablet,UK,177,131,170
2026-04-03,PL-003,DEAL-MB-2026Q2,desktop,US,5647,4763,5425
2026-04-03,PL-003,DEAL-MB-2026Q2,desktop,CA,1268,1035,1220
2026-04-03,PL-003,DEAL-MB-2026Q2,desktop,UK,1165,913,1130
2026-04-03,PL-003,DEAL-MB-2026Q2,mobile,US,6295,4899,5939
2026-04-03,PL-003,DEAL-MB-2026Q2,mobile,CA,1357,1167,1298
2026-04-03,PL-003,DEAL-MB-2026Q2,mobile,UK,1361,1079,1279
2026-04-03,PL-003,DEAL-MB-2026Q2,tablet,US,1392,1195,1348
2026-04-03,PL-003,DEAL-MB-2026Q2,tablet,CA,293,252,281
2026-04-03,PL-003,DEAL-MB-2026Q2,tablet,UK,281,225,274
2026-04-03,PL-004,DEAL-MB-2026Q2,desktop,US,5014,3177,4760
2026-04-03,PL-004,DEAL-MB-2026Q2,desktop,CA,1137,746,1082
2026-04-03,PL-004,DEAL-MB-2026Q2,desktop,UK,1157,704,1130
2026-04-03,PL-004,DEAL-MB-2026Q2,mobile,US,5317,3606,5100
2026-04-03,PL-004,DEAL-MB-2026Q2,mobile,CA,1128,766,1115
2026-04-03,PL-004,DEAL-MB-2026Q2,mobile,UK,1084,658,1046
2026-04-03,PL-004,DEAL-MB-2026Q2,tablet,US,1150,786,1131
2026-04-03,PL-004,DEAL-MB-2026Q2,tablet,CA,237,154,228
2026-04-03,PL-004,DEAL-MB-2026Q2,tablet,UK,254,163,247
2026-04-03,PL-005,DEAL-MB-2026Q2,desktop,US,4034,2893,3845
2026-04-03,PL-005,DEAL-MB-2026Q2,desktop,CA,991,673,935
2026-04-03,PL-005,DEAL-MB-2026Q2,desktop,UK,923,652,892
2026-04-03,PL-005,DEAL-MB-2026Q2,mobile,US,4982,3498,4904
2026-04-03,PL-005,DEAL-MB-2026Q2,mobile,CA,960,666,932
2026-04-03,PL-005,DEAL-MB-2026Q2,mobile,UK,901,637,859
2026-04-03,PL-005,DEAL-MB-2026Q2,tablet,US,933,606,922
2026-04-03,PL-005,DEAL-MB-2026Q2,tablet,CA,227,161,214
2026-04-03,PL-005,DEAL-MB-2026Q2,tablet,UK,196,131,184
2026-04-03,PL-006,DEAL-MB-2026Q2,desktop,US,5282,3590,5064
2026-04-03,PL-006,DEAL-MB-2026Q2,desktop,CA,966,679,935
2026-04-03,PL-006,DEAL-MB-2026Q2,desktop,UK,1131,755,1067
2026-04-03,PL-006,DEAL-MB-2026Q2,mobile,US,5370,3821,5112
2026-04-03,PL-006,DEAL-MB-2026Q2,mobile,CA,1161,772,1118
2026-04-03,PL-006,DEAL-MB-2026Q2,mobile,UK,994,671,934
2026-04-03,PL-006,DEAL-MB-2026Q2,tablet,US,1176,869,1145
2026-04-03,PL-006,DEAL-MB-2026Q2,tablet,CA,215,149,205
2026-04-03,PL-006,DEAL-MB-2026Q2,tablet,UK,239,170,229
2026-04-03,PL-007,DEAL-MB-2026Q2,desktop,US,4691,3010,4643
2026-04-03,PL-007,DEAL-MB-2026Q2,desktop,CA,1101,686,1055
2026-04-03,PL-007,DEAL-MB-2026Q2,desktop,UK,981,628,956
2026-04-03,PL-007,DEAL-MB-2026Q2,mobile,US,4196,2897,4027
2026-04-03,PL-007,DEAL-MB-2026Q2,mobile,CA,895,620,876
2026-04-03,PL-007,DEAL-MB-2026Q2,mobile,UK,1131,789,1105
2026-04-03,PL-007,DEAL-MB-2026Q2,tablet,US,1137,792,1112
2026-04-03,PL-007,DEAL-MB-2026Q2,tablet,CA,211,145,200
2026-04-03,PL-007,DEAL-MB-2026Q2,tablet,UK,208,132,203
2026-04-03,PL-008,DEAL-MB-2026Q2,desktop,US,6047,4189,5713
2026-04-03,PL-008,DEAL-MB-2026Q2,desktop,CA,1279,873,1252
2026-04-03,PL-008,DEAL-MB-2026Q2,desktop,UK,1102,789,1043
2026-04-03,PL-008,DEAL-MB-2026Q2,mobile,US,6365,4533,6115
2026-04-03,PL-008,DEAL-MB-2026Q2,mobile,CA,1152,874,1133
2026-04-03,PL-008,DEAL-MB-2026Q2,mobile,UK,1202,877,1146
2026-04-03,PL-008,DEAL-MB-2026Q2,tablet,US,1184,914,1168
2026-04-03,PL-008,DEAL-MB-2026Q2,tablet,CA,306,216,300
2026-04-03,PL-008,DEAL-MB-2026Q2,tablet,UK,296,215,279
2026-04-03,PL-009,DEAL-MB-2026Q2,desktop,US,5081,4087,5025
2026-04-03,PL-009,DEAL-MB-2026Q2,desktop,CA,1114,905,1067
2026-04-03,PL-009,DEAL-MB-2026Q2,desktop,UK,1072,779,1036
2026-04-03,PL-009,DEAL-MB-2026Q2,mobile,US,4626,3695,4503
2026-04-03,PL-009,DEAL-MB-2026Q2,mobile,CA,1022,833,1008
2026-04-03,PL-009,DEAL-MB-2026Q2,mobile,UK,908,681,854
2026-04-03,PL-009,DEAL-MB-2026Q2,tablet,US,1135,892,1118
2026-04-03,PL-009,DEAL-MB-2026Q2,tablet,CA,207,151,203
2026-04-03,PL-009,DEAL-MB-2026Q2,tablet,UK,244,185,234
2026-04-04,PL-001,DEAL-MB-2026Q2,desktop,US,3969,2746,3928
2026-04-04,PL-001,DEAL-MB-2026Q2,desktop,CA,866,617,837
2026-04-04,PL-001,DEAL-MB-2026Q2,desktop,UK,929,675,917
2026-04-04,PL-001,DEAL-MB-2026Q2,mobile,US,4665,3471,4522
2026-04-04,PL-001,DEAL-MB-2026Q2,mobile,CA,1006,784,978
2026-04-04,PL-001,DEAL-MB-2026Q2,mobile,UK,1031,775,1017
2026-04-04,PL-001,DEAL-MB-2026Q2,tablet,US,937,711,890
2026-04-04,PL-001,DEAL-MB-2026Q2,tablet,CA,209,148,200
2026-04-04,PL-001,DEAL-MB-2026Q2,tablet,UK,236,171,232
2026-04-04,PL-002,DEAL-MB-2026Q2,desktop,US,5563,3893,5282
2026-04-04,PL-002,DEAL-MB-2026Q2,desktop,CA,1122,835,1080
2026-04-04,PL-002,DEAL-MB-2026Q2,desktop,UK,1282,928,1243
2026-04-04,PL-002,DEAL-MB-2026Q2,mobile,US,5097,3764,4853
2026-04-04,PL-002,DEAL-MB-2026Q2,mobile,CA,1123,804,1059
2026-04-04,PL-002,DEAL-MB-2026Q2,mobile,UK,1312,893,1247
2026-04-04,PL-002,DEAL-MB-2026Q2,tablet,US,1393,965,1319
2026-04-04,PL-002,DEAL-MB-2026Q2,tablet,CA,300,198,294
2026-04-04,PL-002,DEAL-MB-2026Q2,tablet,UK,250,168,238
2026-04-04,PL-003,DEAL-MB-2026Q2,desktop,US,4119,3550,3899
2026-04-04,PL-003,DEAL-MB-2026Q2,desktop,CA,940,801,911
2026-04-04,PL-003,DEAL-MB-2026Q2,desktop,UK,860,682,813
2026-04-04,PL-003,DEAL-MB-2026Q2,mobile,US,4458,3457,4204
2026-04-04,PL-003,DEAL-MB-2026Q2,mobile,CA,961,772,931
2026-04-04,PL-003,DEAL-MB-2026Q2,mobile,UK,962,758,933
2026-04-04,PL-003,DEAL-MB-2026Q2,tablet,US,1065,923,1036
2026-04-04,PL-003,DEAL-MB-2026Q2,tablet,CA,206,172,193
2026-04-04,PL-003,DEAL-MB-2026Q2,tablet,UK,242,208,232
2026-04-04,PL-004,DEAL-MB-2026Q2,desktop,US,4363,2998,4117
2026-04-04,PL-004,DEAL-MB-2026Q2,desktop,CA,842,555,794
2026-04-04,PL-004,DEAL-MB-2026Q2,desktop,UK,886,586,857
2026-04-04,PL-004,DEAL-MB-2026Q2,mobile,US,4189,2911,4048
2026-04-04,PL-004,DEAL-MB-2026Q2,mobile,CA,926,610,875
2026-04-04,PL-004,DEAL-MB-2026Q2,mobile,UK,982,669,955
2026-04-04,PL-004,DEAL-MB-2026Q2,tablet,US,1034,692,983
2026-04-04,PL-004,DEAL-MB-2026Q2,tablet,CA,205,128,196
2026-04-04,PL-004,DEAL-MB-2026Q2,tablet,UK,205,131,193
2026-04-04,PL-005,DEAL-MB-2026Q2,desktop,US,4962,3306,4900
2026-04-04,PL-005,DEAL-MB-2026Q2,desktop,CA,1163,799,1098
2026-04-04,PL-005,DEAL-MB-2026Q2,desktop,UK,1002,684,979
2026-04-04,PL-005,DEAL-MB-2026Q2,mobile,US,5037,3295,4749
2026-04-04,PL-005,DEAL-MB-2026Q2,mobile,CA,1235,859,1202
2026-04-04,PL-005,DEAL-MB-2026Q2,mobile,UK,1089,790,1074
2026-04-04,PL-005,DEAL-MB-2026Q2,tablet,US,1133,827,1067
2026-04-04,PL-005,DEAL-MB-2026Q2,tablet,CA,234,157,221
2026-04-04,PL-005,DEAL-MB-2026Q2,tablet,UK,247,162,238
2026-04-04,PL-006,DEAL-MB-2026Q2,desktop,US,4216,2974,3987
2026-04-04,PL-006,DEAL-MB-2026Q2,desktop,CA,887,597,852
2026-04-04,PL-006,DEAL-MB-2026Q2,desktop,UK,951,690,923
2026-04-04,PL-006,DEAL-MB-2026Q2,mobile,US,4557,3215,4422
2026-04-04,PL-006,DEAL-MB-2026Q2,mobile,CA,972,698,915
2026-04-04,PL-006,DEAL-MB-2026Q2,mobile,UK,886,642,873
2026-04-04,PL-006,DEAL-MB-2026Q2,tablet,US,937,626,887
2026-04-04,PL-006,DEAL-MB-2026Q2,tablet,CA,216,142,211
2026-04-04,PL-006,DEAL-MB-2026Q2,tablet,UK,231,152,223
2026-04-04,PL-007,DEAL-MB-2026Q2,desktop,US,4968,3205,4761
2026-04-04,PL-007,DEAL-MB-2026Q2,desktop,CA,1143,783,1106
2026-04-04,PL-007,DEAL-MB-2026Q2,desktop,UK,977,604,926
2026-04-04,PL-007,DEAL-MB-2026Q2,mobile,US,5208,3520,4966
2026-04-04,PL-007,DEAL-MB-2026Q2,mobile,CA,1127,742,1084
2026-04-04,PL-007,DEAL-MB-2026Q2,mobile,UK,1026,701,970
2026-04-04,PL-007,DEAL-MB-2026Q2,tablet,US,1106,707,1077
2026-04-04,PL-007,DEAL-MB-2026Q2,tablet,CA,240,162,226
2026-04-04,PL-007,DEAL-MB-2026Q2,tablet,UK,235,157,220
2026-04-04,PL-008,DEAL-MB-2026Q2,desktop,US,5393,4084,5275
2026-04-04,PL-008,DEAL-MB-2026Q2,desktop,CA,991,684,956
2026-04-04,PL-008,DEAL-MB-2026Q2,desktop,UK,1026,710,991
2026-04-04,PL-008,DEAL-MB-2026Q2,mobile,US,4557,3353,4435
2026-04-04,PL-008,DEAL-MB-2026Q2,mobile,CA,1007,724,983
2026-04-04,PL-008,DEAL-MB-2026Q2,mobile,UK,1028,746,970
2026-04-04,PL-008,DEAL-MB-2026Q2,tablet,US,1034,747,992
2026-04-04,PL-008,DEAL-MB-2026Q2,tablet,CA,239,169,229
2026-04-04,PL-008,DEAL-MB-2026Q2,tablet,UK,257,178,253
2026-04-04,PL-009,DEAL-MB-2026Q2,desktop,US,5703,4709,5385
2026-04-04,PL-009,DEAL-MB-2026Q2,desktop,CA,1225,921,1187
2026-04-04,PL-009,DEAL-MB-2026Q2,desktop,UK,1138,874,1087
2026-04-04,PL-009,DEAL-MB-2026Q2,mobile,US,5078,3868,4816
2026-04-04,PL-009,DEAL-MB-2026Q2,mobile,CA,1134,836,1094
2026-04-04,PL-009,DEAL-MB-2026Q2,mobile,UK,1242,948,1212
2026-04-04,PL-009,DEAL-MB-2026Q2,tablet,US,1263,1028,1202
2026-04-04,PL-009,DEAL-MB-2026Q2,tablet,CA,230,171,223
2026-04-04,PL-009,DEAL-MB-2026Q2,tablet,UK,267,212,253
2026-04-05,PL-001,DEAL-MB-2026Q2,desktop,US,5707,4373,5581
2026-04-05,PL-001,DEAL-MB-2026Q2,desktop,CA,1209,947,1170
2026-04-05,PL-001,DEAL-MB-2026Q2,desktop,UK,1264,951,1242
2026-04-05,PL-001,DEAL-MB-2026Q2,mobile,US,5889,4144,5555
2026-04-05,PL-001,DEAL-MB-2026Q2,mobile,CA,1207,868,1151
2026-04-05,PL-001,DEAL-MB-2026Q2,mobile,UK,1094,810,1045
2026-04-05,PL-001,DEAL-MB-2026Q2,tablet,US,1255,871,1231
2026-04-05,PL-001,DEAL-MB-2026Q2,tablet,CA,244,189,239
2026-04-05,PL-001,DEAL-MB-2026Q2,tablet,UK,279,206,268
2026-04-05,PL-002,DEAL-MB-2026Q2,desktop,US,6127,4495,5771
2026-04-05,PL-002,DEAL-MB-2026Q2,desktop,CA,1300,932,1234
2026-04-05,PL-002,DEAL-MB-2026Q2,desktop,UK,1213,861,1198
2026-04-05,PL-002,DEAL-MB-2026Q2,mobile,US,5459,4044,5360
2026-04-05,PL-002,DEAL-MB-2026Q2,mobile,CA,1321,883,1284
2026-04-05,PL-002,DEAL-MB-2026Q2,mobile,UK,1052,768,1041
2026-04-05,PL-002,DEAL-MB-2026Q2,tablet,US,1234,889,1182
2026-04-05,PL-002,DEAL-MB-2026Q2,tablet,CA,289,201,282
2026-04-05,PL-002,DEAL-MB-2026Q2,tablet,UK,274,182,266
2026-04-05,PL-003,DEAL-MB-2026Q2,desktop,US,4441,3434,4325
2026-04-05,PL-003,DEAL-MB-2026Q2,desktop,CA,1007,851,979
2026-04-05,PL-003,DEAL-MB-2026Q2,desktop,UK,1166,1006,1115
2026-04-05,PL-003,DEAL-MB-2026Q2,mobile,US,5056,3937,4841
